Track,Artist,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Year,popularity_sp
Rock ‘N’ Roll Fantasy,Bad Company,197,4,0.605,0.716,2,-5.471,1,0.0285,0.0261,5.82e-06,0.13,0.868,112.302,53,1979,57
Love Is The Answer,England Dan & John Ford Coley,284,4,0.393,0.495,0,-14.033,0,0.0428,0.137,0.000269,0.134,0.624,202.297,53,1979,54
Sad Eyes,Robert John,253,3,0.431,0.463,0,-7.342,1,0.0268,0.599,0.00282,0.132,0.687,107.19,53,1979,14
Time Passages,Al Stewart,403,4,0.694,0.649,3,-7.176,1,0.0281,0.357,0.00258,0.0868,0.603,111.98,49,1979,49
Shine A Little Love,Electric Light Orchestra,281,4,0.687,0.695,7,-8.95,1,0.032,0.217,0.00806,0.0569,0.884,133.134,49,1979,50
Shake Your Body (DOWN To The Ground),The Jacksons,227,4,0.796,0.72,0,-7.203,1,0.0763,0.0528,0.0,0.337,0.851,117.401,49,1979,49
I Love The Nightlife,Alicia Bridges,187,4,0.693,0.708,0,-7.816,1,0.031,0.309,0.00305,0.0857,0.949,125.315,48,1979,48
Makin’ It,David Naughton,282,4,0.617,0.38,5,-9.809,1,0.0486,0.67,0.000582,0.0697,0.315,172.024,48,1979,0
You Can’t Change That,Raydio,203,4,0.691,0.706,1,-5.983,0,0.115,0.27,0.0,0.272,0.892,169.722,48,1979,47
You Take My Breath Away,Rex Smith,197,4,0.313,0.6,11,-7.913,1,0.0357,0.476,2.56e-05,0.523,0.272,141.912,47,1979,47
Music Box Dancer,Frank Mills,192,4,0.466,0.471,1,-13.762,1,0.039,0.573,0.82,0.121,0.794,132.109,46,1979,46
I Was Made For Dancin’,Leif Garrett,196,4,0.689,0.584,11,-13.957,0,0.0314,0.0319,0.00275,0.327,0.837,127.132,44,1979,44
How You Gonna See Me Now,Alice Cooper,235,4,0.544,0.336,5,-14.413,1,0.038,0.458,3.48e-06,0.133,0.298,136.516,43,1979,43
Heaven Must Have Sent You,Bonnie Pointer,152,4,0.656,0.523,2,-9.341,0,0.0287,0.305,1.42e-06,0.102,0.68,139.0,43,1979,42
Somewhere In The Night,Barry Manilow,207,4,0.319,0.407,2,-9.566,0,0.0261,0.31,0.0011,0.346,0.347,80.883,42,1979,42
Ain’t No Stoppin’ Us Now,McFadden & Whitehead,167,4,0.617,0.722,5,-4.935,1,0.0328,0.0387,0.131,0.178,0.423,123.98,41,1979,54
Don’t Bring Me Down,Electric Light Orchestra,196,4,0.53,0.789,10,-5.662,1,0.046,0.357,0.0836,0.121,0.784,116.82,40,1979,79
Chuck E.’S In Love,Rickie Lee Jones,209,4,0.792,0.267,9,-16.974,1,0.103,0.284,0.0,0.144,0.718,113.402,40,1979,39
Disco Nights (ROCK-FREAK),GQ,354,4,0.798,0.528,5,-12.228,0,0.0531,0.0116,0.00379,0.0446,0.898,122.61,39,1979,40
A Little More Love,Olivia Newton-John,207,4,0.717,0.414,8,-14.855,1,0.0364,0.029,0.00944,0.0865,0.494,100.178,39,1979,39
In The Navy,Village People,225,4,0.759,0.889,7,-10.592,0,0.0502,0.125,0.0,0.041,0.886,126.201,38,1979,38
Mama Can’t Buy You Love,Elton John,244,4,0.529,0.432,5,-14.245,1,0.0333,0.524,0.0,0.115,0.555,94.382,36,1979,36
Goodnight Tonight,Paul McCartney & Wings,260,4,0.748,0.683,1,-9.885,0,0.0466,0.0566,0.000639,0.0809,0.943,123.385,35,1979,39
We’ve Got Tonight,Bob Seger & The Silver Bullet Band,215,4,0.379,0.387,8,-9.283,1,0.0278,0.757,0.0,0.103,0.222,61.53,26,1979,58
The Main Event/Fight,Barbra Streisand,293,4,0.647,0.875,7,-8.503,1,0.0431,0.0502,0.0,0.172,0.684,137.392,25,1979,25
He’s The Greatest Dancer,Sister Sledge,375,4,0.7,0.815,7,-9.711,0,0.044,0.00115,0.00124,0.0901,0.837,113.245,14,1979,61
Don’t Cry Out Loud,Melissa Manchester,135,4,0.298,0.252,0,-8.95,1,0.0339,0.901,8.58e-06,0.127,0.193,90.955,9,1979,44
When You’re In Love With A Beautiful Woman,Dr. Hook,174,4,0.665,0.663,8,-11.367,1,0.0386,0.485,0.00682,0.157,0.792,110.656,7,1979,63
I’ll Never Love This Way Again,Dionne Warwick,178,4,0.452,0.434,8,-8.87,1,0.0399,0.792,0.0139,0.165,0.247,137.702,5,1979,62
Dim All The Nights,Donna Summer,248,4,0.758,0.54,7,-10.911,1,0.0385,0.0551,0.0,0.0343,0.661,121.581,0,1979,0
